Date,Open,High,Low,Close,Adj Close,Volume,r(t)
2022/1/7,172.889999,174.139999,171.029999,172.169998,171.950928,86580100,0.000987872
2022/1/6,172.699997,175.300003,171.639999,172,171.781143,96904000,-0.016834238
2022/1/5,179.610001,180.169998,174.639999,174.919998,174.697418,94537600,-0.026960062
2022/1/4,182.630005,182.940002,179.119995,179.699997,179.471344,99310400,-0.012772826
2022/1/3,177.830002,182.880005,177.710007,182.009995,181.778397,104487900,0.024696666
2021/12/31,178.089996,179.229996,177.259995,177.570007,177.344055,64062300,-0.003541561
2021/12/30,179.470001,180.570007,178.089996,178.199997,177.973251,59773000,-0.00659999
2021/12/29,179.330002,180.630005,178.139999,179.380005,179.151749,62348900,0.000501921
2021/12/28,180.160004,181.330002,178.529999,179.289993,179.061859,79144300,-0.005783949
2021/12/27,177.089996,180.419998,177.070007,180.330002,180.10054,74919600,0.022714883
2021/12/23,175.850006,176.850006,175.270004,176.279999,176.055695,68356600,0.003637194
2021/12/22,173.039993,175.860001,172.149994,175.639999,175.416504,92135300,0.015202622
2021/12/21,171.559998,173.199997,169.119995,172.990005,172.769882,91185900,0.018907052
2021/12/20,168.279999,170.580002,167.460007,169.75,169.533997,107499100,-0.008155163
2021/12/17,169.929993,173.470001,169.690002,171.139999,170.922241,195432700,-0.006523005
2021/12/16,179.279999,181.139999,170.75,172.259995,172.040802,150185800,-0.040055463
2021/12/15,175.110001,179.5,172.309998,179.300003,179.071854,131063300,0.028110331
2021/12/14,175.25,177.740005,172.210007,174.330002,174.108185,139380400,-0.008055592
2021/12/13,181.119995,182.130005,175.529999,175.740005,175.516388,153237000,-0.020890942
2021/12/10,175.210007,179.630005,174.690002,179.449997,179.221664,115228100,0.02762809
2021/12/9,174.910004,176.75,173.919998,174.559998,174.337875,108923700,-0.002974513
2021/12/8,172.130005,175.960007,170.699997,175.080002,174.857224,116998900,0.02252743
2021/12/7,169.080002,171.580002,168.339996,171.179993,170.962173,120405400,0.034832562
2021/12/6,164.289993,167.880005,164.279999,165.320007,165.10965,107497000,0.021274864
2021/12/3,164.020004,164.960007,159.720001,161.839996,161.634064,117938300,-0.011793743
2021/12/2,158.740005,164.199997,157.800003,163.759995,163.55162,136739200,-0.006148676
2021/12/1,167.479996,170.300003,164.529999,164.770004,164.560349,152052500,-0.003211437
2021/11/30,159.990005,165.520004,159.919998,165.300003,165.089676,174048100,0.0310893
2021/11/29,159.369995,161.190002,158.789993,160.240005,160.036102,88748200,0.021637854
2021/11/26,159.570007,160.449997,156.360001,156.809998,156.610474,76959800,-0.03219104
2021/11/24,160.75,162.139999,159.639999,161.940002,161.733948,69463600,0.003278172
2021/11/23,161.119995,161.800003,159.059998,161.410004,161.20462,96041900,0.002419131
2021/11/22,161.679993,165.699997,161,161.020004,160.815109,117467900,0.002923166
2021/11/19,157.649994,161.020004,156.529999,160.550003,160.345718,117305600,0.016833561
2021/11/18,153.710007,158.669998,153.050003,157.869995,157.669113,137827700,0.028136427
2021/11/17,151,155,150.990005,153.490005,153.294693,88807000,0.016355614
2021/11/16,149.940002,151.490005,149.339996,151,150.807861,59256200,0.006644543
2021/11/15,150.369995,151.880005,149.429993,150,149.809128,59222800,6.66E-05
2021/11/12,148.429993,150.399994,147.479996,149.990005,149.799149,63632600,0.014235183
2021/11/11,148.960007,149.429993,147.679993,147.869995,147.681839,41000000,-0.000338098
2021/11/10,150.020004,150.130005,147.850006,147.919998,147.731781,65187100,-0.01934918
2021/11/9,150.199997,151.429993,150.059998,150.809998,150.618103,56787900,0.002456406
2021/11/8,151.410004,151.570007,150.160004,150.440002,150.248581,55020900,-0.005568071
2021/11/5,151.889999,152.199997,150.059998,151.279999,151.087509,65414600,0.00211747
2021/11/4,151.580002,152.429993,150.639999,150.960007,150.548203,60394600,-0.003504702
2021/11/3,150.389999,151.970001,149.820007,151.490005,151.076767,54511500,0.009751004
2021/11/2,148.660004,151.570007,148.649994,150.020004,149.610764,69122000,0.007090785
2021/11/1,148.990005,149.699997,147.800003,148.960007,148.55365,74588300,-0.005623231
2021/10/29,147.220001,149.940002,146.410004,149.800003,149.391357,124850400,-0.018322462
2021/10/28,149.820007,153.169998,149.720001,152.570007,152.153809,100077900,0.024684425
2021/10/27,149.360001,149.729996,148.490005,148.850006,148.443954,56094900,-0.003152573
2021/10/26,149.330002,150.839996,149.009995,149.320007,148.912674,60893400,0.004564433
2021/10/25,148.679993,149.369995,147.619995,148.639999,148.234528,50720600,-0.000336347
2021/10/22,149.690002,150.179993,148.639999,148.690002,148.284393,58883400,-0.005298963
2021/10/21,148.809998,149.639999,147.869995,149.479996,149.07222,61421000,0.00147286
2021/10/20,148.699997,149.75,148.119995,149.259995,148.852829,58418800,0.003355483
2021/10/19,147.009995,149.169998,146.550003,148.759995,148.354187,76378900,0.014967548
2021/10/18,143.449997,146.839996,143.160004,146.550003,146.150223,85589200,0.01173703
2021/10/15,143.770004,144.899994,143.509995,144.839996,144.444885,67885200,0.00748445
2021/10/14,142.110001,143.880005,141.509995,143.759995,143.367828,69907100,0.020023791
2021/10/13,141.240005,141.399994,139.199997,140.910004,140.52562,78762700,-0.004248934
2021/10/12,143.229996,143.25,141.039993,141.509995,141.123978,73035900,-0.009144711
2021/10/11,142.270004,144.809998,141.809998,142.809998,142.420425,64452200,-0.000629981
2021/10/8,144.029999,144.179993,142.559998,142.899994,142.510178,58718700,-0.002725457
2021/10/7,143.059998,144.220001,142.720001,143.289993,142.899109,61732700,0.009043442
2021/10/6,139.470001,142.149994,138.369995,142,141.61264,83221100,0.006287322
2021/10/5,139.490005,142.240005,139.360001,141.110001,140.725067,80861100,0.014059122
2021/10/4,141.759995,142.210007,138.270004,139.139999,138.760437,98322000,-0.024913422
2021/10/1,141.899994,142.919998,139.110001,142.649994,142.260864,94639600,0.008094319
2021/9/30,143.660004,144.380005,141.279999,141.5,141.113998,88934200,-0.009355409
2021/9/29,142.470001,144.449997,142.029999,142.830002,142.440384,74602000,0.006462044
2021/9/28,143.25,144.75,141.690002,141.910004,141.522873,108972300,-0.0240891
2021/9/27,145.470001,145.960007,143.820007,145.369995,144.973434,74150700,-0.010606025
2021/9/24,145.660004,147.470001,145.559998,146.919998,146.519211,53477900,0.000612739
2021/9/23,146.649994,147.080002,145.639999,146.830002,146.429474,64838200,0.006696731
2021/9/22,144.449997,146.429993,143.699997,145.850006,145.452133,76404300,0.016731675
2021/9/21,143.929993,144.600006,142.779999,143.429993,143.038727,75834000,0.003422087
2021/9/20,143.800003,144.839996,141.270004,142.940002,142.550079,123478900,-0.021592507
2021/9/17,148.820007,148.820007,145.759995,146.059998,145.66156,129868800,-0.018518386
2021/9/16,148.440002,148.970001,147.220001,148.789993,148.384094,68034100,-0.001611752
2021/9/15,148.559998,149.440002,146.369995,149.029999,148.623444,83281300,0.006124899
2021/9/14,150.350006,151.070007,146.910004,148.119995,147.715927,109296300,-0.009608083
2021/9/13,150.630005,151.419998,148.75,149.550003,149.142044,102404300,0.003885855
2021/9/10,155,155.479996,148.699997,148.970001,148.563614,140646400,-0.03366214
2021/9/9,155.490005,156.110001,153.949997,154.070007,153.649719,57305700,-0.006727459
2021/9/8,156.979996,157.039993,153.979996,155.110001,154.686874,74420200,-0.010134795
2021/9/7,154.970001,157.259995,154.389999,156.690002,156.262573,82278300,0.015370565
2021/9/3,153.759995,154.630005,153.089996,154.300003,153.879089,57808700,0.004221529
2021/9/2,153.869995,154.720001,152.399994,153.649994,153.23085,71115500,0.007447115
2021/9/1,152.830002,154.979996,152.339996,152.509995,152.093964,80313700,0.004468648
2021/8/31,152.660004,152.800003,151.289993,151.830002,151.415817,86453100,-0.008460408
2021/8/30,149,153.490005,148.610001,153.119995,152.702301,90956700,0.029963722
2021/8/27,147.479996,148.75,146.830002,148.600006,148.194641,55721500,0.007158895
2021/8/26,148.350006,149.119995,147.509995,147.539993,147.137512,48597200,-0.005542481
2021/8/25,149.809998,150.320007,147.800003,148.360001,147.955276,58991300,-0.008456954
2021/8/24,149.449997,150.860001,149.149994,149.619995,149.211838,48606400,-0.000601423
2021/8/23,148.309998,150.190002,147.889999,149.710007,149.30162,60131800,0.010204889
2021/8/20,147.440002,148.5,146.779999,148.190002,147.785751,59947400,0.010105583
2021/8/19,145.029999,148,144.5,146.699997,146.299805,86960300,0.002320318
2021/8/18,149.800003,150.720001,146.149994,146.360001,145.960739,86326000,-0.025831826
2021/8/17,150.229996,151.679993,149.089996,150.190002,149.780304,92229700,-0.006173018
2021/8/16,148.539993,151.190002,146.470001,151.119995,150.707748,103296000,0.013456928
2021/8/13,148.970001,149.440002,148.270004,149.100006,148.693283,59318800,0.00140949
2021/8/12,146.190002,149.050003,145.839996,148.889999,148.483841,72282600,0.020560507
2021/8/11,146.050003,146.720001,145.529999,145.860001,145.462097,48493500,0.001784087
2021/8/10,146.440002,147.710007,145.300003,145.600006,145.20282,69023100,-0.003359666
2021/8/9,146.199997,146.699997,145.520004,146.089996,145.691467,48908700,-0.000342217
2021/8/6,146.350006,147.110001,145.630005,146.139999,145.741333,54067400,-0.006275594
2021/8/5,146.979996,147.839996,146.169998,147.059998,146.439423,46397700,0.000748281
2021/8/4,147.270004,147.789993,146.279999,146.949997,146.329895,56368300,-0.002786207
2021/8/3,145.809998,148.039993,145.179993,147.360001,146.738159,64786600,0.012565018
2021/8/2,146.360001,146.949997,145.25,145.520004,144.905945,62880000,-0.002333703
2021/7/30,144.380005,146.330002,144.110001,145.860001,145.244476,70382000,0.001509448
2021/7/29,144.690002,146.550003,144.580002,145.639999,145.025421,56699500,0.004542042
2021/7/28,144.809998,146.970001,142.539993,144.979996,144.36821,118931200,-0.012270989
2021/7/27,149.119995,149.210007,145.550003,146.770004,146.15065,104818600,-0.01501246
2021/7/26,148.270004,149.830002,147.699997,148.990005,148.361282,72434100,0.00289032
2021/7/23,147.550003,148.720001,146.919998,148.559998,147.93309,71447400,0.011917767
2021/7/22,145.940002,148.199997,145.809998,146.800003,146.180527,77338200,0.009582613
2021/7/21,145.529999,146.130005,144.630005,145.399994,144.786423,74993500,-0.005144927
2021/7/20,143.460007,147.100006,142.960007,146.149994,145.533264,96350000,0.025642411
2021/7/19,143.75,144.070007,141.669998,142.449997,141.848877,121434600,-0.027283246
2021/7/16,148.460007,149.759995,145.880005,146.389999,145.772263,93251400,-0.014175956
2021/7/15,149.240005,150,147.089996,148.479996,147.853424,106820300,-0.004502229
2021/7/14,148.100006,149.570007,147.679993,149.149994,148.520599,127050800,0.023814654
2021/7/13,144.029999,147.460007,143.630005,145.639999,145.025421,100827100,0.007858309
2021/7/12,146.210007,146.320007,144,144.5,143.890228,76299700,-0.004212575
2021/7/9,142.75,145.649994,142.649994,145.110001,144.497665,99890800,0.012970502
2021/7/8,141.580002,144.059998,140.669998,143.240005,142.635559,105575500,-0.009242288
2021/7/7,143.539993,144.889999,142.660004,144.570007,143.959946,104911600,0.017795947
2021/7/6,140.070007,143.149994,140.070007,142.020004,141.4207,108181800,0.014611203
2021/7/2,137.899994,140,137.75,139.960007,139.3694,78852600,0.019406899
2021/7/1,136.600006,137.330002,135.759995,137.270004,136.69075,52485800,0.002260855
2021/6/30,136.169998,137.410004,135.869995,136.960007,136.38205,63261400,0.004610532
2021/6/29,134.800003,136.490005,134.350006,136.330002,135.7547,64556100,0.01143462
2021/6/28,133.410004,135.25,133.350006,134.779999,134.211243,62111300,0.012467951
2021/6/25,133.460007,133.889999,132.809998,133.110001,132.548294,70783700,-0.002251262
2021/6/24,134.449997,134.639999,132.929993,133.410004,132.847031,68711000,-0.002171338
2021/6/23,133.770004,134.320007,133.229996,133.699997,133.135803,60214200,-0.002092044
2021/6/22,132.130005,134.080002,131.619995,133.979996,133.414627,74783600,0.012618411
2021/6/21,130.300003,132.410004,129.210007,132.300003,131.741699,79663300,0.014005374
2021/6/18,130.710007,131.509995,130.240005,130.460007,129.909485,108953300,-0.010142974
2021/6/17,129.800003,132.550003,129.649994,131.789993,131.233856,96721700,0.012522108
2021/6/16,130.369995,130.889999,128.460007,130.149994,129.6008,91815000,0.003926215
2021/6/15,129.940002,130.600006,129.389999,129.639999,129.092926,62746300,-0.006458557
2021/6/14,127.82,130.539993,127.07,130.479996,129.929382,96906500,0.024280742
2021/6/11,126.529999,127.440002,126.099998,127.349998,126.812599,53522400,0.009784636
2021/6/10,127.019997,128.190002,125.940002,126.110001,125.577835,71186400,-0.008055611
2021/6/9,127.209999,127.75,126.519997,127.129997,126.593529,56877900,0.003072433
2021/6/8,126.599998,128.460007,126.209999,126.739998,126.205177,74403800,0.006649771
2021/6/7,126.169998,126.32,124.830002,125.900002,125.368721,71057600,7.95E-05
2021/6/4,124.07,126.160004,123.849998,125.889999,125.358765,75169300,0.018843503
2021/6/3,124.68,124.849998,123.129997,123.540001,123.018684,76229200,-0.012228608
2021/6/2,124.279999,125.239998,124.050003,125.059998,124.532265,59278900,0.00625653
2021/6/1,125.080002,125.349998,123.940002,124.279999,123.755562,67637100,-0.002651792
2021/5/28,125.57,125.800003,124.550003,124.610001,124.084167,71311100,-0.005362356
2021/5/27,126.440002,127.639999,125.080002,125.279999,124.751335,94625600,-0.012454046
2021/5/26,126.959999,127.389999,126.419998,126.849998,126.314713,56575900,-0.00039412
2021/5/25,127.82,128.320007,126.32,126.900002,126.364502,72009500,-0.001574772
2021/5/24,126.010002,127.940002,125.940002,127.099998,126.563652,63092900,0.013226328
2021/5/21,127.82,128,125.209999,125.43,124.900703,79295400,-0.014877207
2021/5/20,125.230003,127.720001,125.099998,127.309998,126.772766,76857100,0.020794368
2021/5/19,123.160004,124.919998,122.860001,124.690002,124.163826,92612000,-0.001282328
2021/5/18,126.559998,126.989998,124.779999,124.849998,124.323151,63342900,-0.011309447
2021/5/17,126.82,126.93,125.169998,126.269997,125.737152,74244600,-0.00930166
2021/5/14,126.25,127.889999,125.849998,127.449997,126.912178,81918000,0.019650391
2021/5/13,124.580002,126.150002,124.260002,124.970001,124.44265,105861300,0.017761055
2021/5/12,123.400002,124.639999,122.25,122.769997,122.251923,112172300,-0.025254736
2021/5/11,123.5,126.269997,122.769997,125.910004,125.378677,126142800,-0.007437872
2021/5/10,129.410004,129.539993,126.809998,126.849998,126.314713,88071200,-0.026143315
2021/5/7,130.850006,131.259995,129.479996,130.210007,129.660553,78973300,0.003616099
2021/5/6,127.889999,129.75,127.129997,129.740005,128.97345,78128300,0.012721231
2021/5/5,129.199997,130.449997,127.970001,128.100006,127.343132,84000900,0.00195357
2021/5/4,131.190002,131.490005,126.699997,127.849998,127.094612,137564700,-0.036026748
2021/5/3,132.039993,134.070007,131.830002,132.539993,131.756897,75135100,0.008181758
2021/4/30,131.779999,133.559998,131.070007,131.460007,130.683289,109839500,-0.015248948
2021/4/29,136.470001,137.070007,132.449997,133.479996,132.691345,151101000,-0.00074894
2021/4/28,134.309998,135.020004,133.080002,133.580002,132.790756,107760100,-0.006045449
2021/4/27,135.009995,135.410004,134.110001,134.389999,133.595963,66015800,-0.002452545
2021/4/26,134.830002,135.059998,133.559998,134.720001,133.924026,66905100,0.002973493
2021/4/23,132.160004,135.119995,132.160004,134.320007,133.526382,78657500,0.017877776
2021/4/22,133.039993,134.149994,131.410004,131.940002,131.160446,84566500,-0.011754189
2021/4/21,132.360001,133.75,131.300003,133.5,132.711243,68847100,0.002925616
2021/4/20,135.020004,135.529999,131.809998,133.110001,132.323532,94812300,-0.012912999
2021/4/19,133.509995,135.470001,133.339996,134.839996,134.043304,94264200,0.005055713
2021/4/16,134.300003,134.669998,133.279999,134.160004,133.367355,84922400,-0.002531052
2021/4/15,133.820007,135,133.639999,134.5,133.705307,89347100,0.018535037
2021/4/14,134.940002,135,131.660004,132.029999,131.249924,87222800,-0.018014403
2021/4/13,132.440002,134.660004,131.929993,134.429993,133.635727,91266500,0.024015819
2021/4/12,132.520004,132.850006,130.630005,131.240005,130.4646,91420000,-0.013321382
2021/4/9,129.800003,133.039993,129.470001,133,132.214172,106686700,0.020049267
2021/4/8,128.949997,130.389999,128.520004,130.360001,129.589798,88844600,0.019051137
2021/4/7,125.830002,127.919998,125.139999,127.900002,127.144318,83466700,0.013301546
2021/4/6,126.5,127.129997,125.650002,126.209999,125.464294,80171300,0.002459221
2021/4/5,123.870003,126.160004,123.07,125.900002,125.156136,88651200,0.023303602
2021/4/1,123.660004,124.18,122.489998,123,122.27327,75089100,0.006934541
2021/3/31,121.650002,123.519997,121.150002,122.150002,121.428284,118323800,0.018591735
2021/3/30,120.110001,120.400002,118.860001,119.900002,119.191582,85671900,-0.012350416
2021/3/29,121.650002,122.580002,120.730003,121.389999,120.672783,80819200,0.001483924
2021/3/26,120.349998,121.480003,118.919998,121.209999,120.493843,94071200,0.005128241
2021/3/25,119.540001,121.660004,119,120.589996,119.877495,98844700,0.004154901
2021/3/24,122.82,122.900002,120.07,120.089996,119.380455,88530500,-0.020196087
2021/3/23,123.330002,124.239998,122.139999,122.540001,121.815987,95467100,-0.006912547
2021/3/22,120.330002,123.870003,120.260002,123.389999,122.660965,111912300,0.027941673
2021/3/19,119.900002,121.43,119.68,119.989998,119.281052,185549500,-0.004490287
2021/3/18,122.879997,123.18,120.32,120.529999,119.817856,121229700,-0.034493231
2021/3/17,124.050003,125.860001,122.339996,124.760002,124.022873,111932600,-0.006471464
2021/3/16,125.699997,127.220001,124.720001,125.57,124.828079,115227900,0.012662471
2021/3/15,121.410004,124,120.419998,123.989998,123.257416,92403800,0.024162461
2021/3/12,120.400002,121.169998,119.160004,121.029999,120.314911,88105100,-0.007654673
2021/3/11,122.540001,123.209999,121.260002,121.959999,121.23941,103026500,0.016368027
2021/3/10,121.690002,122.169998,119.449997,119.980003,119.271118,111943300,-0.009208951
2021/3/9,119.029999,122.059998,118.790001,121.089996,120.37455,129525800,0.039845196
2021/3/8,120.93,121,116.209999,116.360001,115.672501,154376600,-0.042566751
2021/3/5,120.980003,121.940002,117.57,121.419998,120.702599,153766600,0.010681128
2021/3/4,121.75,123.599998,118.620003,120.129997,119.420219,178155000,-0.015938246
2021/3/3,124.809998,125.709999,121.839996,122.059998,121.338821,112966300,-0.02476059
2021/3/2,128.410004,128.720001,125.010002,125.120003,124.380745,102260900,-0.021114999
2021/3/1,123.75,127.93,122.790001,127.790001,127.034966,116307900,0.052451282
2021/2/26,122.589996,124.849998,121.199997,121.260002,120.543556,164560400,0.002229136
2021/2/25,124.68,126.459999,120.540001,120.989998,120.275139,148199500,-0.035401928
2021/2/24,124.940002,125.559998,122.230003,125.349998,124.609375,111039900,-0.004060377
2021/2/23,123.760002,126.709999,118.389999,125.860001,125.116379,158273000,-0.001111721
2021/2/22,128.009995,129.720001,125.599998,126,125.255539,103916400,-0.030252005
2021/2/19,130.240005,130.710007,128.800003,129.869995,129.102661,87668800,0.001232668
2021/2/18,129.199997,130,127.410004,129.710007,128.943634,96856700,-0.008673929
2021/2/17,131.25,132.220001,129.470001,130.839996,130.066956,97918500,-0.017801523
2021/2/16,135.490005,136.009995,132.789993,133.190002,132.403046,80576300,-0.016235038
2021/2/12,134.350006,135.529999,133.690002,135.369995,134.57019,60145100,0.001774418
2021/2/11,135.899994,136.389999,133.770004,135.130005,134.331604,64280000,-0.00192218
2021/2/10,136.479996,136.990005,134.399994,135.389999,134.590057,73046600,-0.004568881
2021/2/9,136.619995,137.880005,135.850006,136.009995,135.206406,76774200,-0.006595429
2021/2/8,136.029999,136.960007,134.919998,136.910004,136.101089,71297200,0.001096277
2021/2/5,137.350006,137.419998,135.860001,136.759995,135.95195,75693800,-0.004596061
2021/2/4,136.300003,137.399994,134.589996,137.389999,136.374466,84183100,0.025431636
2021/2/3,135.759995,135.770004,133.610001,133.940002,132.949982,89880900,-0.007808785
2021/2/2,135.729996,136.309998,134.610001,134.990005,133.992203,83305400,0.006316715
2021/2/1,133.75,135.380005,130.929993,134.139999,133.148483,106239800,0.016385124
2021/1/29,135.830002,136.740005,130.210007,131.960007,130.984604,177523800,-0.038138716
2021/1/28,139.520004,141.990005,136.699997,137.089996,136.076691,142621100,-0.035611874
2021/1/27,143.429993,144.300003,140.410004,142.059998,141.009933,140843800,-0.007713424
2021/1/26,143.600006,144.300003,141.369995,143.160004,142.101807,98390600,0.001677895
2021/1/25,143.070007,145.089996,136.539993,142.919998,141.863571,157611700,0.027307565
2021/1/22,136.279999,139.850006,135.020004,139.070007,138.042053,114459400,0.01594592
2021/1/21,133.800003,139.669998,133.589996,136.869995,135.858292,120150900,0.036002372
2021/1/20,128.660004,132.490005,128.550003,132.029999,131.054077,104319500,0.03232789
2021/1/19,127.779999,128.710007,126.940002,127.830002,126.885117,90757300,0.005412438
2021/1/15,128.779999,130.220001,127,127.139999,126.200218,111598500,-0.013825684
2021/1/14,130.800003,131,128.759995,128.910004,127.957138,90221800,-0.015242751
2021/1/13,128.759995,131.449997,128.490005,130.889999,129.922501,88636800,0.016096431
2021/1/12,128.5,129.690002,126.860001,128.800003,127.847969,91951100,-0.001396486
2021/1/11,129.190002,130.169998,128.5,128.979996,128.026611,100384500,-0.023523339
2021/1/8,132.429993,132.630005,130.229996,132.050003,131.073929,105158200,0.008594227
2021/1/7,128.360001,131.630005,127.860001,130.919998,129.952286,109578200,0.03355394
2021/1/6,127.720001,131.050003,126.379997,126.599998,125.664207,155088000,-0.034241124
2021/1/5,128.889999,131.740005,128.429993,131.009995,130.041626,97664900,0.012287928
2021/1/4,133.520004,133.610001,126.760002,129.410004,128.453445,143301900,-0.025029906
2020/12/31,134.080002,134.740005,131.720001,132.690002,131.709198,99116600,-0.007732473
2020/12/30,135.580002,135.990005,133.399994,133.720001,132.731583,96452100,-0.008563245
2020/12/29,138.050003,138.789993,134.339996,134.869995,133.873077,121047300,-0.013404288
2020/12/28,133.990005,137.339996,133.509995,136.690002,135.679642,124486200,0.035140971
2020/12/24,131.320007,133.460007,131.100006,131.970001,130.994522,54930100,0.007682645
2020/12/23,132.160004,132.429993,130.779999,130.960007,129.991989,88223700,-0.00700047
2020/12/22,131.610001,134.410004,129.649994,131.880005,130.905167,168904800,0.028066961
2020/12/21,125.019997,128.309998,123.449997,128.229996,127.282166,121251600,0.012319133
2020/12/18,128.960007,129.100006,126.120003,126.660004,125.723778,192541500,-0.015977729
2020/12/17,128.899994,129.580002,128.039993,128.699997,127.748688,94359800,0.006939321
2020/12/16,127.410004,128.369995,126.559998,127.809998,126.865273,98208600,-0.00054753
2020/12/15,124.339996,127.900002,124.129997,127.879997,126.934753,157243700,0.048876171
2020/12/14,122.599998,123.349998,121.540001,121.779999,120.879845,79184500,-0.005159969
2020/12/11,122.43,122.760002,120.550003,122.410004,121.505196,86939800,-0.006757559
2020/12/10,120.5,123.870003,120.150002,123.239998,122.329048,81312200,0.011917528
2020/12/9,124.529999,125.949997,121,121.779999,120.879845,115089200,-0.021125242
2020/12/8,124.370003,124.980003,123.089996,124.379997,123.460617,82225500,0.00507797
2020/12/7,122.309998,124.57,122.25,123.75,122.835289,86712000,0.012195273
2020/12/4,122.599998,122.860001,121.519997,122.25,121.346367,78260400,-0.005628319
2020/12/3,123.519997,123.779999,122.209999,122.940002,122.031281,78967600,-0.001138119
2020/12/2,122.019997,123.370003,120.889999,123.080002,122.170235,89004200,0.002929221
2020/12/1,121.010002,123.470001,120.010002,122.720001,121.812897,127728200,0.030361748
2020/11/30,116.970001,120.970001,116.809998,119.050003,118.170029,169410200,0.020880125
2020/11/27,116.57,117.489998,116.220001,116.589996,115.728195,46691300,0.004814703
2020/11/25,115.550003,116.75,115.169998,116.029999,115.17234,76499200,0.007439489
2020/11/24,113.910004,115.849998,112.589996,115.169998,114.318703,113874200,0.011527505
2020/11/23,117.18,117.620003,113.75,113.849998,113.008461,127959300,-0.030193894
2020/11/20,118.639999,118.769997,117.290001,117.339996,116.472649,73604300,-0.01101802
2020/11/19,117.589996,119.059998,116.809998,118.639999,117.763054,74113000,0.005154868
2020/11/18,118.610001,119.82,118,118.029999,117.157555,76322100,-0.011456616
2020/11/17,119.550003,120.669998,118.959999,119.389999,118.507515,74271000,-0.007593211
2020/11/16,118.919998,120.989998,118.150002,120.300003,119.410782,91183000,0.008682647
2020/11/13,119.440002,119.669998,117.870003,119.260002,118.378471,81581900,0.000419365
2020/11/12,119.620003,120.529999,118.57,119.209999,118.328842,103162300,-0.002346034
2020/11/11,117.190002,119.629997,116.440002,119.489998,118.606773,112295000,0.029901124
2020/11/10,115.550003,117.589996,114.129997,115.970001,115.112793,138023400,-0.003013468
2020/11/9,120.5,121.989998,116.050003,116.32,115.460197,154515300,-0.020170055
2020/11/6,118.32,119.199997,116.129997,118.690002,117.812683,114457900,-0.002860485
2020/11/5,117.949997,119.620003,116.870003,119.029999,117.946686,126387100,0.034878329
2020/11/4,114.139999,115.589996,112.349998,114.949997,113.903816,138235500,0.04002482
2020/11/3,109.660004,111.489998,108.730003,110.440002,109.434868,107624400,0.015236872
2020/11/2,109.110001,110.68,107.32,108.769997,107.78006,122866900,-0.000827129
2020/10/30,111.059998,111.989998,107.720001,108.860001,107.869247,190272600,-0.057648211
2020/10/29,112.370003,116.93,112.199997,115.32,114.270447,146129200,0.036380518
2020/10/28,115.050003,115.43,111.099998,111.199997,110.187943,143937800,-0.047418902
2020/10/27,115.489998,117.279999,114.540001,116.599998,115.538803,92276800,0.013382414
