dist,bones,hr_wage,hr_sleep,salary,bpm,travel,class,car,coffee,academ_level,academ_year,residence,grad_plans,musician
7056.9,3,11,7.5,90000,59,Yes,STAT 212 at 12pm,No,No,Sophomore,2,Dorm Room,Graduate School,Joe Hisaishi
94,0,12,6.5,240000,68,Yes,STAT 212 at 12pm,Yes,Yes,Sophomore,2,Some other residence,Medical School,Rex Orange County
115,0,12,6.5,175000,68,Yes,STAT 212 at 12pm,No,Yes,Sophomore,2,Some other residence,A Job,Swedish House Mafia
122,0,12,7.5,90000,77,No,STAT 212 at 12pm,No,No,Sophomore,2,Dorm Room,Graduate School,Radiohead
1300,0,12,6,"120,000",80,Yes,STAT 212 at 12pm,No,Yes,Sophomore,2,Some other residence,Graduate School,XMASwu
179,0,12.5,9,200000,75,Yes,STAT 212 at 12pm,No,Yes,Sophomore,2,Dorm Room,Medical School,Kayne West
3,0,13,8.5,175000,72,No,STAT 212 at 12pm,No,No,Sophomore,2,Dorm Room,Graduate School,JVKE
46,0,13,8,100000,56,Yes,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,Medical School,Remy
100,0,13,8.5,110000,68,Yes,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,Graduate School,Olivia Rodrigo
113,0,13,7,"250,000",92,Yes,STAT 212 at 12pm,No,Yes,Sophomore,2,Some other residence,Medical School,John Summit
115,2,13,7,170000,62,Yes,STAT 212 at 12pm,No,Yes,Sophomore,2,Some other residence,Medical School,taylor swift
118,1,13,8,"80,000",70,Yes,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,Medical School,The Weeknd
125,0,13,7.5,"200,000",79,Yes,STAT 212 at 12pm,Yes,No,Sophomore,2,Some other residence,Medical School,Drake
125,0,13,6.5,300000,72,Yes,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,Medical School,tyler the creator
127,0,13,7,140000,70,Yes,STAT 212 at 12pm,Yes,Yes,Sophomore,2,Some other residence,PA School,Harry Styles
140,0,13,7,80000,52,No,STAT 212 at 12pm,No,Yes,Sophomore,2,Some other residence,PA School,Chris Stapleton
140,1,13,7.5,,72,Yes,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,Graduate School,Deftones
150,0,13,10,"200,000",90,No,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,Medical School,Kanye West
150,2,13,8,150000,75,Yes,STAT 212 at 12pm,Yes,Yes,Sophomore,2,Dorm Room,Medical School,Drake
185,0,13,6.5,85000,90,No,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,A Job,Poor Man's Poison
764,0,13,6.5,"175,000",85,Yes,STAT 212 at 12pm,No,Yes,Sophomore,2,Some other residence,Medical School,Zayn Malik and Ali Gatie
2127.5,0,13,7,20000000,72,Yes,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,Graduate School,IU
8540,0,13,8,400000,60,Yes,STAT 212 at 12pm,No,Yes,Sophomore,2,Some other residence,Medical School,Central Cee
190,1,13.25,6.5,"100,000",74,Yes,STAT 212 at 12pm,Yes,Yes,Sophomore,2,Some other residence,Graduate School,Creedence Clearwater Revival Band
127,3,13.5,7,100000,70,Yes,STAT 212 at 12pm,No,Yes,Sophomore,2,Dorm Room,Medical School,Wallows
150,0,13.5,8,250000,68,Yes,STAT 212 at 12pm,Yes,Yes,Sophomore,2,Some other residence,Medical School,Giveon
178,0,13.5,7.1,60000,88,No,STAT 212 at 12pm,No,Yes,Sophomore,2,Dorm Room,Something else,The Backseat Lovers
3,1,14,6,300,90,Yes,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,Medical School,juice wrld
12,5,14,8.9,110000,100,Yes,STAT 212 at 12pm,Yes,Yes,Sophomore,2,Some other residence,PA School,Tyler Childers
70,0,14,6.5,400000,55,Yes,STAT 212 at 12pm,No,Yes,Sophomore,2,Some other residence,Medical School,J. Cole
105,0,14,5.5,"200,000",65,Yes,STAT 212 at 12pm,Yes,No,Sophomore,2,Some other residence,Medical School,Juice WRLD
135,0,14,6,60000,70,No,STAT 212 at 12pm,No,No,Sophomore,2,Dorm Room,A Job,NCT
137,2,14,8,200000,76,Yes,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,Medical School,Red Hot Chili Peppers
150,0,14,8.2,100000,60,No,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,A Job,Denzel Curry
150,5,14,7.2,200000,97,Yes,STAT 212 at 12pm,No,No,Sophomore,2,Dorm Room,Medical School,Post Malone
170,0,14,7,100000,88,Yes,STAT 212 at 12pm,Yes,No,Sophomore,2,Some other residence,Medical School,Kendrick Lamar
175,0,14,6.5,200,70,Yes,STAT 212 at 12pm,Yes,No,Sophomore,2,Dorm Room,Medical School,Pierce The Veil
830,1,14,10,150000,73,No,STAT 212 at 12pm,No,Yes,Sophomore,2,Dorm Room,Graduate School,Lana del rey
8228,1,14,8.5,"100,000",64,Yes,STAT 212 at 12pm,No,Yes,Sophomore,2,Some other residence,Medical School,MAGS
140,0,14.5,7.2,"250,000",101,Yes,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,Medical School,Kendrick Lamar
2000,1,14.5,7.5,200000,55,Yes,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,Medical School,Porter Robinson
6621.3,0,14.5,5,450000,69,Yes,STAT 212 at 12pm,No,Yes,Sophomore,2,Dorm Room,Medical School,Flora Cash
0,0,15,8,120000,74,Yes,STAT 212 at 12pm,Yes,No,Sophomore,2,Some other residence,A Job,Drake
54,1,15,7,450000,64,No,STAT 212 at 12pm,Yes,No,Sophomore,2,Some other residence,Medical School,Dance Gavin Dance
110,0,15,8,"150,000",70,Yes,STAT 212 at 12pm,Yes,No,Sophomore,2,Some other residence,Medical School,Leonardo da Vinci
113,0,15,8,"90,000",76,Yes,STAT 212 at 12pm,Yes,Yes,Sophomore,2,Some other residence,Something else,Bad Bunny
120,1,15,,500000,70,No,STAT 212 at 12pm,No,Yes,Sophomore,2,Some other residence,Something else,Future
120,0,15,7,"250,000",1.5,No,STAT 212 at 12pm,No,No,Sophomore,2,Dorm Room,Medical School,Air Supply
120,0,15,7.4,80000,70,No,STAT 212 at 12pm,No,No,Sophomore,2,Dorm Room,Graduate School,Gorillaz
120,0,15,3,"150,000",72,No,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,Medical School,Lana del rey
122,0,15,7.5,"80,000",80,Yes,STAT 212 at 12pm,No,Yes,Sophomore,2,Some other residence,A Job,Bob Marley
131,1,15,6,500000,80,Yes,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,A Job,Gustav Mahler
135,0,15,7.5,"400,000",94,Yes,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,Medical School,keshi
140,1,15,7,100000,65,Yes,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,Medical School,Brahms
140,0,15,6.4,80000,75,Yes,STAT 212 at 12pm,No,No,Sophomore,2,Dorm Room,Graduate School,NIKI
150,2,15,7.5,"250,000",92,Yes,STAT 212 at 12pm,No,No,Sophomore,2,Dorm Room,Medical School,kid cudi
170,0,15,10,140000,70,Yes,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,Medical School,
180,1,15,7.5,,65,Yes,STAT 212 at 12pm,No,Yes,Sophomore,2,Some other residence,Medical School,Doja Cat
200,2,15,7.5,"300,000",43,Yes,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,Medical School,Kanye
665,0,15,9.5,"200,000",40,Yes,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,A Job,Kanye West
817,3,15,6,80000,92,Yes,STAT 212 at 12pm,Yes,Yes,Sophomore,2,Some other residence,PA School,Benson Boone
851,5,15,8.5,"300,000",79,Yes,STAT 212 at 12pm,Yes,Yes,Sophomore,2,Some other residence,Medical School,michael buble
7000,1,15,6,60,68,No,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,Graduate School,Mozart
7870,0,15,11,80000,99,Yes,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,Graduate School,Lu Siqing
133,0,16,6.5,"100,000",74,Yes,STAT 212 at 12pm,No,No,Sophomore,2,Dorm Room,Medical School,Dua Lipa
141,0,16,4,"100,000",76,Yes,STAT 212 at 12pm,No,Yes,Sophomore,2,Dorm Room,Medical School,Nardo Wick
194,2,16,5,150000,62,Yes,STAT 212 at 12pm,Yes,No,Sophomore,2,Some other residence,Medical School,Bad Bunny
150,0,17,8,80000,,No,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,A Job,SEVENTEEN
2150,0,17,5.7,100000,84,Yes,STAT 212 at 12pm,No,Yes,Sophomore,2,Some other residence,Medical School,Lady Gaga
220,0,18,7.5,"60,000",83,No,STAT 212 at 12pm,No,No,Sophomore,2,Some other residence,A Job,Artic Monkeys
111,0,20,7.2,100000,88,No,STAT 212 at 12pm,Yes,No,Sophomore,2,Some other residence,Medical School,Trippie Redd
132,0,20,7,1000000,32,Yes,STAT 212 at 12pm,No,Yes,Sophomore,2,Dorm Room,Dental School,BTS
134,0,20,6.5,"1,000,000",34,Yes,STAT 212 at 12pm,No,Yes,Sophomore,2,Dorm Room,Dental School,BTS
0,1,,6.5,80000,75,Yes,STAT 212 at 12pm,Yes,Yes,Sophomore,2,Some other residence,Graduate School,Bad Bunny
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
